,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,ReadingScore,WritingScore,MathScore
687,male,group A,associate's degree,standard,none,single,sometimes,yes,3,school_bus,< 5,65,63,64
688,female,group C,high school,free/reduced,completed,married,sometimes,yes,3,private,05-Oct,49,53,42
689,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,4,school_bus,05-Oct,77,69,75
690,female,,some high school,standard,none,single,regularly,yes,1,school_bus,05-Oct,55,61,46
691,male,group B,high school,standard,none,divorced,regularly,yes,2,school_bus,05-Oct,43,58,62
692,male,group D,some high school,standard,completed,married,,no,2,school_bus,05-Oct,92,94,86
693,female,group D,associate's degree,standard,none,single,regularly,no,2,school_bus,> 10,86,92,88
694,male,group E,associate's degree,free/reduced,none,married,regularly,yes,0,school_bus,05-Oct,78,78,90
695,female,group C,some high school,free/reduced,none,married,sometimes,no,1,,> 10,87,79,73
696,female,group B,master's degree,standard,completed,married,sometimes,no,2,private,05-Oct,88,95,80
697,female,group D,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,54,57,50
698,female,group C,some college,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,53,51,48
699,male,group C,some high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,79,73,73
700,male,group E,high school,standard,none,married,sometimes,yes,1,,05-Oct,51,47,57
701,male,group C,some college,standard,none,married,sometimes,no,2,private,05-Oct,76,72,79
702,female,group D,some high school,standard,none,divorced,sometimes,yes,,,< 5,63,63,63
703,female,group C,master's degree,standard,none,married,regularly,yes,0,school_bus,< 5,73,69,63
705,female,group C,some high school,standard,none,married,never,yes,2,,05-Oct,67,67,55
706,male,group C,high school,free/reduced,completed,divorced,sometimes,yes,1,private,05-Oct,48,51,55
707,female,group D,bachelor's degree,standard,completed,married,sometimes,no,1,school_bus,05-Oct,98,100,87
708,female,group B,some college,standard,none,single,regularly,yes,1,private,05-Oct,54,53,47
710,female,,some college,free/reduced,,single,never,yes,2,school_bus,> 10,65,66,50
711,male,group E,associate's degree,standard,none,divorced,regularly,yes,3,,> 10,88,88,100
712,male,group C,master's degree,free/reduced,none,married,sometimes,no,2,private,05-Oct,83,83,85
713,female,group C,some high school,standard,completed,,sometimes,no,4,private,> 10,96,100,94
714,male,group A,associate's degree,standard,completed,married,never,yes,4,,< 5,67,68,64
715,male,group D,associate's degree,free/reduced,none,single,regularly,yes,0,school_bus,05-Oct,47,50,61
716,female,group E,some college,free/reduced,none,married,sometimes,no,2,private,05-Oct,62,57,55
717,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,4,,> 10,72,71,48
718,male,group E,high school,standard,completed,single,sometimes,yes,1,school_bus,< 5,94,91,97
719,female,group B,some high school,standard,none,,sometimes,,2,private,< 5,76,72,58
720,male,group D,bachelor's degree,standard,none,,sometimes,yes,2,private,> 10,73,74,78
721,female,group A,some high school,free/reduced,completed,married,sometimes,no,4,private,< 5,70,72,62
722,male,group D,associate's degree,standard,completed,married,regularly,yes,2,school_bus,05-Oct,93,91,92
723,male,group C,high school,free/reduced,completed,married,never,yes,2,school_bus,05-Oct,52,46,46
724,female,group C,high school,standard,none,married,regularly,yes,3,,05-Oct,75,75,61
725,male,group A,some high school,standard,none,divorced,regularly,yes,2,school_bus,05-Oct,61,59,63
726,male,group D,some high school,free/reduced,completed,single,sometimes,yes,1,school_bus,05-Oct,68,65,68
727,female,group B,some high school,standard,none,divorced,regularly,yes,6,school_bus,> 10,87,78,81
728,female,group C,,free/reduced,none,married,regularly,yes,3,private,05-Oct,78,75,65
729,female,group C,some college,standard,,married,never,yes,1,private,05-Oct,73,69,65
730,female,group E,associate's degree,standard,none,single,regularly,yes,1,school_bus,< 5,75,75,81
731,male,group D,,standard,completed,single,sometimes,yes,3,school_bus,> 10,75,75,90
732,female,group B,associate's degree,free/reduced,completed,single,sometimes,no,1,private,< 5,68,72,61
733,male,group A,some college,standard,completed,divorced,regularly,yes,0,private,> 10,81,80,83
734,male,group B,associate's degree,standard,none,single,sometimes,yes,,school_bus,05-Oct,56,53,55
736,female,group C,some high school,standard,none,divorced,never,yes,1,private,< 5,62,59,53
737,female,group C,some high school,standard,none,married,regularly,yes,1,school_bus,> 10,54,53,43
738,male,group A,associate's degree,standard,completed,single,never,yes,3,school_bus,05-Oct,98,92,94
739,female,group B,high school,standard,none,married,never,no,3,private,05-Oct,85,79,83
740,male,group D,some high school,standard,none,married,regularly,yes,,school_bus,05-Oct,47,51,58
742,female,group C,master's degree,standard,completed,single,regularly,yes,0,private,< 5,93,98,83
744,male,group D,some high school,standard,none,married,sometimes,yes,2,school_bus,05-Oct,79,81,88
745,female,group C,high school,standard,completed,married,regularly,yes,4,,< 5,69,70,52
746,male,group B,associate's degree,free/reduced,,divorced,regularly,yes,2,school_bus,< 5,49,50,56
748,male,group E,master's degree,free/reduced,none,married,sometimes,no,2,private,< 5,74,68,76
749,female,group D,some college,free/reduced,completed,married,regularly,yes,2,school_bus,05-Oct,64,70,57
751,male,group E,associate's degree,standard,none,,never,no,4,school_bus,05-Oct,95,85,97
752,female,group C,bachelor's degree,free/reduced,none,divorced,regularly,no,2,school_bus,05-Oct,74,69,54
753,female,group E,some high school,standard,none,divorced,regularly,no,3,private,05-Oct,97,91,81
754,female,group C,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,05-Oct,63,59,57
755,female,group A,some high school,free/reduced,none,widowed,sometimes,no,3,private,05-Oct,60,50,51
756,female,group C,some college,standard,none,married,regularly,,2,school_bus,05-Oct,87,91,85
757,male,group C,associate's degree,standard,completed,married,sometimes,no,1,private,< 5,76,80,77
758,male,group D,some high school,free/reduced,,single,regularly,yes,1,school_bus,05-Oct,59,57,72
759,male,group D,bachelor's degree,free/reduced,none,single,never,yes,1,private,05-Oct,78,77,83
760,female,group B,associate's degree,standard,none,married,regularly,no,1,private,< 5,64,56,61
761,female,group A,associate's degree,standard,none,married,sometimes,yes,2,school_bus,05-Oct,61,59,60
762,female,group E,some college,standard,none,married,regularly,,3,private,< 5,47,51,49
763,male,group B,high school,standard,none,single,never,yes,0,school_bus,05-Oct,67,62,65
764,male,group B,high school,free/reduced,none,single,sometimes,yes,2,school_bus,05-Oct,47,50,58
765,male,group C,high school,standard,none,married,regularly,yes,0,private,< 5,62,56,61
766,female,group B,some high school,free/reduced,none,married,sometimes,yes,,private,05-Oct,68,61,47
767,male,group E,associate's degree,standard,completed,,sometimes,no,3,private,05-Oct,85,84,83
768,female,group E,bachelor's degree,standard,none,married,regularly,yes,1,private,05-Oct,78,76,83
769,female,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,1,school_bus,05-Oct,43,45,33
770,female,group C,bachelor's degree,standard,none,single,sometimes,yes,3,private,< 5,54,52,43
771,male,group D,high school,standard,none,,sometimes,yes,1,school_bus,05-Oct,67,66,68
772,female,group D,some high school,standard,none,married,regularly,yes,4,private,05-Oct,71,75,65
773,male,group E,some college,standard,completed,single,sometimes,no,3,school_bus,05-Oct,75,70,73
774,male,group A,,standard,none,married,never,yes,4,,05-Oct,47,43,55
775,male,group D,bachelor's degree,free/reduced,none,married,regularly,no,3,school_bus,05-Oct,77,71,88
776,male,group D,some college,free/reduced,none,,never,yes,3,school_bus,05-Oct,60,60,49
777,female,group E,some high school,free/reduced,none,single,sometimes,yes,3,school_bus,> 10,63,59,50
778,male,group E,high school,free/reduced,none,married,regularly,yes,0,,05-Oct,62,57,61
779,female,group D,high school,standard,none,single,sometimes,yes,1,private,< 5,54,59,63
780,male,group C,high school,free/reduced,completed,married,sometimes,yes,1,private,05-Oct,53,56,51
781,male,group E,some college,free/reduced,none,divorced,sometimes,yes,2,school_bus,< 5,65,61,68
782,male,group D,some college,standard,none,married,never,yes,0,school_bus,> 10,60,55,70
783,female,group E,associate's degree,standard,none,married,sometimes,yes,5,school_bus,05-Oct,71,74,72
784,female,,associate's degree,free/reduced,none,married,sometimes,no,1,school_bus,05-Oct,74,76,57
785,female,,master's degree,free/reduced,none,married,sometimes,no,2,private,> 10,85,86,72
786,female,group C,some college,standard,none,married,sometimes,yes,4,school_bus,> 10,60,58,46
787,male,group D,associate's degree,standard,none,married,,yes,3,school_bus,05-Oct,69,69,75
788,female,group B,bachelor's degree,free/reduced,none,single,regularly,no,5,school_bus,> 10,83,81,79
789,female,group B,bachelor's degree,standard,completed,married,regularly,yes,1,school_bus,05-Oct,87,95,73
790,male,group A,high school,free/reduced,completed,married,regularly,yes,0,private,05-Oct,57,52,52
791,female,group C,high school,standard,completed,single,never,no,1,school_bus,05-Oct,70,64,46
792,female,group D,master's degree,standard,,divorced,never,no,,private,05-Oct,79,78,54
793,male,group C,high school,standard,none,married,never,no,2,private,< 5,46,42,47
794,male,group C,associate's degree,standard,none,married,sometimes,yes,0,private,05-Oct,49,47,51
795,female,group D,high school,standard,completed,married,sometimes,yes,0,school_bus,< 5,75,68,52
796,male,group C,some college,standard,none,married,sometimes,no,2,,< 5,62,57,62
797,male,group D,some college,standard,none,single,sometimes,no,3,,05-Oct,67,62,77
798,female,group D,high school,standard,none,married,sometimes,no,2,,05-Oct,71,72,64
799,female,group C,high school,standard,completed,married,regularly,no,2,school_bus,05-Oct,92,94,76
800,female,group C,some college,standard,none,married,sometimes,yes,2,,05-Oct,78,72,67
801,male,group C,master's degree,standard,,single,regularly,yes,2,private,05-Oct,67,67,79
802,female,group B,associate's degree,free/reduced,completed,single,sometimes,yes,1,school_bus,05-Oct,90,99,77
803,female,group B,,standard,none,married,sometimes,yes,2,,< 5,39,47,48
804,female,group B,bachelor's degree,standard,none,married,regularly,yes,1,private,05-Oct,80,82,78
805,male,group B,associate's degree,standard,completed,married,regularly,no,1,private,05-Oct,72,71,70
806,female,group B,some high school,standard,none,married,never,no,6,private,05-Oct,76,73,72
807,male,group D,bachelor's degree,free/reduced,completed,widowed,never,no,1,school_bus,,80,76,73
809,female,group E,high school,standard,none,single,regularly,no,1,private,> 10,95,86,83
810,male,group E,high school,standard,none,married,regularly,,3,private,05-Oct,83,66,85
811,male,group B,high school,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,62,60,68
812,male,group B,some high school,standard,completed,married,sometimes,yes,,,05-Oct,87,87,88
813,male,group A,some college,free/reduced,none,married,sometimes,yes,1,private,05-Oct,52,42,49
815,female,group B,some high school,standard,none,single,regularly,yes,1,private,05-Oct,63,66,54
816,male,group E,some college,free/reduced,none,married,sometimes,yes,1,private,< 5,71,67,70
817,male,,high school,standard,none,married,,yes,3,school_bus,05-Oct,67,65,78
818,male,,some college,standard,none,divorced,regularly,no,,,< 5,65,66,73
819,female,group D,some high school,standard,none,married,regularly,yes,0,private,> 10,78,78,74
820,female,group C,high school,standard,completed,married,sometimes,yes,1,school_bus,< 5,81,76,71
821,male,group D,some college,free/reduced,none,married,regularly,yes,2,school_bus,> 10,70,66,74
823,female,group D,high school,standard,none,married,sometimes,yes,2,school_bus,> 10,83,79,62
824,female,group D,some high school,standard,completed,single,regularly,yes,1,school_bus,05-Oct,89,98,85
825,female,group C,some college,standard,,married,sometimes,yes,6,school_bus,05-Oct,66,71,61
826,male,group B,associate's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,74,67,73
827,male,group D,,free/reduced,none,married,regularly,yes,0,school_bus,< 5,71,66,68
830,female,group D,master's degree,standard,none,single,sometimes,yes,1,school_bus,< 5,77,79,73
831,male,group C,some high school,standard,completed,married,sometimes,yes,2,private,< 5,56,54,54
833,male,group A,associate's degree,standard,none,married,regularly,yes,3,private,05-Oct,58,58,65
835,female,group B,high school,standard,none,divorced,sometimes,no,3,private,05-Oct,65,64,62
837,female,group D,some high school,standard,completed,divorced,sometimes,no,2,school_bus,05-Oct,100,100,89
838,male,group A,,standard,completed,married,never,yes,2,school_bus,> 10,59,56,59
839,female,group D,associate's degree,standard,none,married,sometimes,yes,4,private,< 5,57,57,49
840,male,group D,master's degree,standard,completed,single,sometimes,yes,3,school_bus,05-Oct,81,88,80
841,male,group A,some high school,standard,completed,single,regularly,yes,2,school_bus,< 5,72,76,71
842,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,1,,05-Oct,66,68,54
843,male,group E,some high school,standard,completed,divorced,sometimes,yes,2,school_bus,> 10,97,92,93
844,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,3,private,< 5,61,63,52
846,female,,associate's degree,free/reduced,,married,sometimes,yes,2,private,,84,86,82
